StockCode,Description,Product_Category,Total_Revenue,Total_Quantity_Sold,Total_Orders,Avg_Price,Unique_Customers
84933A,LARGE GREEN PEONY FOLDING STOOL,OTHER,12.6,6,1,2.1,1
47579,TEA TIME BREAKFAST BASKET,OTHER,12.6,6,1,2.1,1
47592A,CAROUSEL DES CHILD'S OVERALL,OTHER,12.6,6,1,2.1,1
21354,TOAST ITS - BEST MUM,OTHER,12.6,12,1,1.05,1
21426,WOODLAND STORAGE BOX SMALL,OTHER,12.6,6,1,2.1,1
20669,RED HEART LUGGAGE TAG,OTHER,12.5,10,1,1.25,1
21221,SET/4 BADGES CUTE CREATURES,SETS,12.5,10,1,1.25,1
46000M,POLYESTER FILLER PAD 45X45CM,OTHER,12.4,8,2,1.55,2
84279B,CHERRY BLOSSOM DECORATIVE FLASK,OTHER,12.4,2,2,6.2,1
21064,BOOM BOX SPEAKER BOYS,OTHER,12.13,1,1,12.13,0
21688,SILVER PLATE CANDLE BOWL SMALL,OTHER,12.08,2,1,6.04,0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,SEASONAL,12.08,2,1,6.04,0
21914,BLUE HARMONICA IN BOX,OTHER,12.08,2,2,6.04,0
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,OTHER,11.95,1,1,11.95,0
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,OTHER,11.94,3,3,3.98,2
37444C,PINK BREAKFAST CUP AND SAUCER,OTHER,11.94,3,2,4.5,1
21694,SMALL REGAL  SILVER CANDLEPOT,OTHER,11.94,3,2,4.5,1
72799C,PINK PILLAR CANDLE SILVER FLOCK,OTHER,11.94,3,2,4.5,1
20897,VINTAGE NOTEBOOK PARIS DAYS,OTHER,11.94,3,2,4.5,1
84656,WHITE ROSE C/COVER,OTHER,11.9,2,2,5.95,2
84533B,FAIRY CAKES ROUND NESTING BOXES,OTHER,11.9,2,1,5.95,1
22281,EASTER TREE YELLOW BIRDS,OTHER,11.9,2,1,5.95,0
35961,FOLKART ZINC HEART CHRISTMAS DEC,SEASONAL,11.9,13,2,1.27,1
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,OTHER,11.9,2,1,5.95,1
51014C,"FEATHER PEN,COAL BLACK",OTHER,11.9,13,2,1.27,1
17129D,CLEAR COLOUR GLASS GEMS IN BAG,BAGS,11.9,13,2,1.27,1
17109C,FLOWER FAIRY INCENSE ROSE,OTHER,11.83,7,2,1.69,2
75013B,"STRING OF 8 BUTTERFLIES,PINK",OTHER,11.81,5,3,2.84,1
85211,S/4 GROOVY CAT MAGNETS,OTHER,11.81,5,3,2.24,2
21350,GINGHAM HEART WREATH,OTHER,11.8,4,1,2.95,1
21738,COSY SLIPPER SHOES SMALL  RED,OTHER,11.8,4,2,2.95,2
20998,ROSE DU SUD OVEN GLOVE,OTHER,11.8,4,1,2.95,1
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,OTHER,11.8,4,2,2.95,2
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,OTHER,11.8,4,1,2.95,1
84578,ELEPHANT TOY WITH BLUE T-SHIRT,OTHER,11.8,3,3,3.93,2
84901,BLACK FACE LAMB WITH PANTS,OTHER,11.8,3,3,3.93,2
20773,BLUE PAISLEY NOTEBOOK,OTHER,11.55,7,2,1.65,2
22203,MILK PAN RED RETROSPOT,OTHER,11.53,2,2,5.76,1
84509A,ENGLISH ROSE PLACEMATS,OTHER,11.53,2,2,5.76,1
21828,EIGHT PIECE SNAKE  SET,SETS,11.46,6,2,1.91,1
84767,ZINC POLICE BOX LANTERN,OTHER,11.26,1,1,11.26,0
79070B,ENGLISH ROSE SQUARE CAKE TINS,OTHER,11.26,1,1,11.26,0
84937,KASHMIR FOLKART TUMBLERS,OTHER,11.26,1,1,11.26,0
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,OTHER,11.26,1,1,11.26,0
20783,HEART EAR MUFF HEADPHONES,OTHER,11.26,1,1,11.26,0
85097B,BLUE ROCKING SINGING CANARY,OTHER,11.25,3,2,3.75,2
21538,DAIRY MAID  PUDDING BOWL,OTHER,11.25,3,2,3.75,2
21692,SILVER LATTICE VANILLA CANDLE POT,OTHER,11.25,3,2,3.75,2
35071,ASSORTED SANTA CHRISTMAS DECORATION,SEASONAL,11.05,13,2,0.85,2
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,OTHER,10.9,2,1,5.45,1
71038,WHITE HANGING BEADS CANDLE HOLDER,OTHER,10.9,2,1,5.45,1
21330,WOODLAND ANIMAL  WRITING SET,SETS,10.81,17,7,2.92,2
35962,12 ASS ZINC CHRISTMAS DECORATIONS,SEASONAL,10.7,3,3,3.57,1
22190,LOCAL CAFE MUG,OTHER,10.7,3,2,3.2,1
47570,ENGLISH ROSE TABLE CLOTH,OTHER,10.65,1,1,10.65,1
79029,GLASS HONEYPOT WASP CATCHER,OTHER,10.55,3,2,3.12,1
16161P,WRAP ENGLISH ROSE,OTHER,10.5,25,1,0.42,1
22046,TEA PARTY  WRAPPING PAPER,OTHER,10.5,25,1,0.42,1
16156N,"WRAP, FRIENDSHIP ON GREEN",OTHER,10.5,25,1,0.42,1
84898F,YELLOW FLOWERS FELT HANDBAG KIT,BAGS,10.5,5,1,2.1,1
22023,EMPIRE BIRTHDAY CARD,OTHER,10.5,25,3,0.42,3
16169N,WRAP BLUE RUSSIAN FOLKART,OTHER,10.5,25,1,0.42,1
16169F,WRAP BLIZZARD,OTHER,10.5,25,1,0.42,1
22051,BLUE SCANDINAVIAN PAISLEY WRAP,OTHER,10.5,25,1,0.42,1
22047,EMPIRE GIFT WRAP,GIFTS,10.5,25,1,0.42,1
22049,WRAP CHRISTMAS SCREEN PRINT,SEASONAL,10.5,25,1,0.42,1
20974,12 PENCILS SMALL TUBE SKULL,OTHER,10.4,15,6,0.76,5
22324,BLUE POLKADOT KIDS BAG,BAGS,10.39,1,1,10.39,0
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,LIGHTING,10.37,9,2,2.91,1
21201,TROPICAL  HONEYCOMB PAPER GARLAND,OTHER,10.34,2,1,5.17,0
82553,POP'S GREASY SPOON METAL SIGN,OTHER,10.29,3,2,3.43,0
21189,WHITE HONEYCOMB PAPER GARLAND,OTHER,10.29,3,2,3.43,0
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,OTHER,10.2,4,2,2.55,1
84508A,CAMOFLAGE DESIGN TEDDY,OTHER,10.2,4,2,2.55,2
90084,PINK CRYSTAL GUITAR PHONE CHARM,OTHER,10.2,36,3,0.85,1
90167,BEADED LOVE HEART JEWELLERY SET,SETS,10.2,12,1,0.85,1
84950,ASSORTED COLOUR T-LIGHT HOLDER,LIGHTING,10.2,12,1,0.85,1
85177,BASKET OF FLOWERS SEWING KIT,OTHER,10.2,12,1,0.85,1
72818,CHRISTMAS DECOUPAGE CANDLE,SEASONAL,10.2,12,1,0.85,1
10002,INFLATABLE POLITICAL GLOBE,OTHER,10.2,12,1,0.85,1
22344,PARTY PIZZA DISH PINK+WHITE SPOT,OTHER,10.2,12,1,0.85,1
21561,DINOSAUR LUNCHBOX WITH CUTLERY,OTHER,10.2,4,3,2.55,3
22216,T-LIGHT HOLDER WHITE LACE,LIGHTING,10.2,12,1,0.85,1
35916B,BLUE FELT HANGING HEART W FLOWER,OTHER,10.2,12,1,0.85,1
22255,FELT TOADSTOOL  SMALL,OTHER,10.2,12,1,0.85,1
35916C,PINK FELT HANGING HEART W FLOWER,OTHER,10.2,12,1,0.85,1
21676,FLOWERS  STICKERS,OTHER,10.2,12,1,0.85,1
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,OTHER,10.2,12,1,0.85,1
22343,PARTY PIZZA DISH RED WHITE SPOT,OTHER,10.2,12,1,0.85,1
21989,PACK OF 20 SKULL PAPER NAPKINS,OTHER,10.2,12,1,0.85,1
21684,SMALL MEDINA STAMPED METAL BOWL,OTHER,10.2,12,1,0.85,1
21082,SET/20 FRUIT SALAD PAPER NAPKINS,SETS,10.2,12,1,0.85,1
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,OTHER,10.2,12,1,0.85,1
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,OTHER,10.2,12,1,0.85,1
21091,SET/6 WOODLAND PAPER PLATES,SETS,10.2,12,1,0.85,1
22129,PARTY CONES CANDY TREE DECORATION,OTHER,10.2,12,1,0.85,1
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,LIGHTING,10.14,6,1,1.69,1
84975,HEART SHAPED MIRROR,OTHER,10.14,6,1,1.69,1
22036,DINOSAUR BIRTHDAY CARD,OTHER,10.08,24,2,0.42,1
22027,TEA PARTY BIRTHDAY CARD,OTHER,10.08,24,2,0.42,2
21508,VINTAGE KID DOLLY CARD,OTHER,10.08,24,2,0.42,2
40016,CHINESE DRAGON PAPER LANTERNS,OTHER,10.08,24,1,0.42,1
35096A,BLUE VICTORIAN FABRIC HEART BOX,OTHER,10.08,24,1,0.42,1
35610B,BLACK CHRISTMAS FLOCK DROPLET,SEASONAL,10.0,8,1,1.25,1
84596L,BISCUITS SMALL BOWL LIGHT BLUE,LIGHTING,10.0,8,1,1.25,1
22097,SWALLOW SQUARE TISSUE BOX,OTHER,10.0,8,2,1.25,2
84596F,SMALL MARSHMALLOWS PINK BOWL,OTHER,10.0,8,1,1.25,1
21067,VINTAGE RED TEATIME MUG,OTHER,10.0,8,2,1.25,1
16161C,WRAP SPEED DEMONS,OTHER,10.0,100,1,0.1,1
21344,MOROCCAN BEATEN METAL DISH,OTHER,9.95,1,1,9.95,1
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,OTHER,9.95,1,1,9.95,1
85168A,WHITE BAROQUE CARRIAGE CLOCK,OTHER,9.95,1,1,9.95,1
85168B,BLACK BAROQUE CARRIAGE CLOCK,OTHER,9.95,1,1,9.95,1
21681,GIANT MEDINA STAMPED METAL BOWL,OTHER,9.95,1,1,9.95,1
22061,LARGE CAKE STAND  HANGING STRAWBERY,OTHER,9.95,1,1,9.95,1
85162A,SILVER RETRODISC LAMPSHADE,OTHER,9.95,1,1,9.95,1
85008,SET OF 3 CONEY ISLAND OVAL BOXES,SETS,9.9,2,1,4.95,1
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,LIGHTING,9.9,6,1,1.65,1
85028S,FRENCH CHATEAU SMALL FRUITBOWL,OTHER,9.9,2,1,4.95,1
85232A,SET/3 POLKA DOT STACKING TINS,SETS,9.9,2,2,4.95,2
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,OTHER,9.9,2,1,4.95,1
90139,FLOWER BROOCH 4 ASSORTED COLOURS,OTHER,9.9,2,1,4.95,1
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,OTHER,9.75,5,2,1.95,1
21166,COOK WITH WINE METAL SIGN,OTHER,9.75,5,4,1.95,4
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,OTHER,9.75,15,1,0.65,1
21580,RABBIT  DESIGN  COTTON TOTE BAG,BAGS,9.67,3,3,3.22,2
90175C,BLUE GLASS CHUNKY CHARM BRACELET,OTHER,9.55,1,1,9.55,0
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,OTHER,9.55,1,1,9.55,0
85180B,PINK HEARTS LIGHT CHAIN,LIGHTING,9.52,1,1,9.52,0
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,OTHER,9.23,21,3,0.56,2
35751C,PURPLE CURRENT CANDLE RING,OTHER,9.0,12,1,0.75,1
84706F,RED PEONY TABLE CLOCK,OTHER,8.95,1,1,8.95,0
90010E,AMBER GLASS/SILVER BRACELET,OTHER,8.95,1,1,8.95,0
84706C,PINK FLOCK TABLE CLOCK,OTHER,8.95,1,1,8.95,1
37448,CERAMIC CAKE DESIGN SPOTTED MUG,OTHER,8.94,6,3,1.49,1
22175,PINK OWL SOFT TOY,OTHER,8.85,3,1,2.95,1
90129B,TURQUOISE GLASS TASSLE BAG CHARM,BAGS,8.85,3,1,2.95,1
22176,BLUE OWL SOFT TOY,OTHER,8.85,3,1,2.95,1
16207A,PINK STRAWBERRY HANDBAG,BAGS,8.85,3,2,2.95,2
84596E,SMALL LICORICE DES PINK BOWL,OTHER,8.82,6,2,1.91,1
84510A,SET OF 4 ENGLISH ROSE COASTERS,SETS,8.82,6,4,1.58,3
21949,SET OF 6 STRAWBERRY CHOPSTICKS,SETS,8.75,7,2,1.25,2
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,LIGHTING,8.75,7,1,1.25,1
21815,STAR  T-LIGHT HOLDER,LIGHTING,8.7,6,1,1.45,1
21163,DO NOT TOUCH MY STUFF DOOR HANGER,OTHER,8.7,6,5,1.45,4
22312,OFFICE MUG WARMER POLKADOT,OTHER,8.65,1,1,8.65,0
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,OTHER,8.65,1,1,8.65,0
84686,BEACH HUT MIRROR,OTHER,8.65,1,1,8.65,0
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,OTHER,8.65,1,1,8.65,0
21687,SILVER PLATE CANDLE BOWL LARGE,OTHER,8.65,1,1,8.65,0
20739,*USB OFFICE GLITTER LAMP,OTHER,8.65,1,1,8.65,0
DCGS0068,DOGS NIGHT COLLAR,OTHER,8.65,1,1,8.65,0
84902,PINK KNITTED COW STUFFED TOY,OTHER,8.6,2,1,4.3,0
21896,POTTING SHED TWINE,OTHER,8.6,14,3,2.83,1
21596,HYPOCHONDRIAC PILL STRESS BALL,OTHER,8.6,2,2,4.3,0
85035C,ROSE 3 WICK MORRIS BOX CANDLE,OTHER,8.5,2,1,4.25,1
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,OTHER,8.5,2,1,4.25,1
46000P,POLYESTER FILLER PAD 65CMX65CM,OTHER,8.5,2,1,4.25,1
21540,DAIRY MAID CERAMIC BUTTER DISH,OTHER,8.5,6,3,4.25,2
90023,FILIGREE DIAMANTE EARRINGS,OTHER,8.5,2,1,4.25,1
21412,VINTAGE GOLD TINSEL REEL,OTHER,8.5,3,2,3.2,1
20734,SILVER MINI TAPE MEASURE,OTHER,8.5,10,1,0.85,1
21679,SKULLS  STICKERS,OTHER,8.5,8,2,1.27,1
82583,HOT BATHS METAL SIGN,OTHER,8.5,3,2,3.2,1
21464,DISCO BALL ROTATOR BATTERY OPERATED,OTHER,8.5,2,1,4.25,1
35599B,BLACK CHRISTMAS TREE 120CM,SEASONAL,8.49,1,1,8.49,1
22279,POCKET BAG BLUE PAISLEY RED SPOT,BAGS,8.4,4,2,2.1,2
22211,WOOD STAMP SET FLOWERS,SETS,8.25,5,2,1.65,2
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,OTHER,8.25,5,2,1.65,1
21901,"KEY FOB , BACK DOOR",OTHER,8.2,11,2,1.18,1
85033S,SET/6 SILVER REINDEER T-LIGHTS,LIGHTING,8.2,3,3,2.73,1
21870,I CAN ONLY PLEASE ONE PERSON MUG,OTHER,8.11,3,3,2.7,1
85068,CREAM SWEETHEART SHELF + HOOKS,OTHER,7.95,1,1,7.95,1
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,OTHER,7.95,1,1,7.95,1
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,SETS,7.95,1,1,7.95,0
44230,SQUARE MIRROR CURTAIN,OTHER,7.95,1,1,7.95,1
85136C,RED SHARK HELICOPTER,OTHER,7.95,1,1,7.95,1
85135A,YELLOW DRAGONFLY HELICOPTER,OTHER,7.95,1,1,7.95,1
35651,VINTAGE BEAD PINK SCARF,OTHER,7.95,1,1,7.95,1
84288B,SET/2 BLUE  NOODLE BASKETS,SETS,7.8,4,2,1.95,2
21902,"KEY FOB , FRONT  DOOR",OTHER,7.8,12,1,0.65,1
20989,URBAN CHIC CHOPSTICKS SET/5,SETS,7.8,4,2,1.95,2
21987,PACK OF 6 SKULL PAPER CUPS,OTHER,7.8,12,1,0.65,1
22148,EASTER CRAFT 4 CHICKS,OTHER,7.8,4,1,1.95,1
22108,PING! MICROWAVE PLATE,OTHER,7.78,1,1,7.78,0
21444,BLUE CHALET BIRDFEEDER,OTHER,7.78,1,1,7.78,0
84944,SET OF 6 KASHMIR FOLKART BAUBLES,SETS,7.78,1,1,7.78,0
21419,CONCH SHELL,OTHER,7.78,1,1,7.78,0
20694,FLORAL PINK MONSTER,OTHER,7.78,1,1,7.78,0
21808,"CHRISTMAS GARLAND STARS,TREES",SEASONAL,7.78,1,1,7.78,0
84509C,DOTTY PLACEMATS,OTHER,7.78,1,1,7.78,0
37508,NEW ENGLAND CERAMIC CAKE SERVER,OTHER,7.72,2,2,3.86,1
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,OTHER,7.71,3,1,2.57,0
84684,BEACH HUT PHOTO FRAME,OTHER,7.65,3,2,2.55,2
20964,POLYESTER FILLER PAD 60X40CM,OTHER,7.65,3,1,2.55,1
84818,DANISH ROSE PHOTO FRAME,OTHER,7.65,3,1,2.55,1
22305,COFFEE MUG PINK PAISLEY DESIGN,OTHER,7.65,3,1,2.55,1
22304,COFFEE MUG BLUE PAISLEY DESIGN,OTHER,7.65,3,1,2.55,1
21058,PARTY INVITES WOODLAND,OTHER,7.65,6,2,1.27,1
82613D,METAL SIGN CUPCAKE SINGLE HOOK,OTHER,7.64,4,2,1.91,1
21866,UNION JACK FLAG LUGGAGE TAG,OTHER,7.64,4,3,1.69,2
84926C,FAIRY CAKES TILE COASTER,OTHER,7.57,5,2,1.91,1
20980,36 PENCILS TUBE POSY,OTHER,7.57,5,2,1.91,1
72127,COLUMBIAN CANDLE ROUND,OTHER,7.5,6,1,1.25,1
20943,SET/6 GINGERBREAD STAR T-LIGHTS,LIGHTING,7.5,6,1,1.25,1
90002D,FLOWER BURST SILVER RING CRYSTAL,OTHER,7.5,2,1,3.75,1
90002C,FLOWER BURST SILVER RING MIDN'T BLU,OTHER,7.5,2,1,3.75,1
90002B,FLOWER BURST SILVER RING ROSE,OTHER,7.5,2,1,3.75,1
21465,PINK FLOWER CROCHET FOOD COVER,OTHER,7.5,2,2,3.75,2
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,LIGHTING,7.5,2,1,3.75,1
22354,RETRO SPOT PADDED SEAT CUSHION,OTHER,7.5,2,1,3.75,1
35971,ROSE FOLKART HEART DECORATIONS,OTHER,7.5,6,2,1.25,1
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,OTHER,7.5,6,1,1.25,1
85059,FRENCH ENAMEL WATER BASIN,OTHER,7.5,2,1,3.75,1
90002E,FLOWER BURST SILVER RING GREEN,OTHER,7.5,2,1,3.75,1
21010,ETCHED GLASS BIRD TREE DECORATION,OTHER,7.5,6,1,1.25,1
90072,RUBY DROP CHANDELIER EARRINGS,OTHER,7.5,2,1,3.75,1
84497,BUTTONS AND STRIPES NOTEBOOK,OTHER,7.5,2,1,3.75,1
90155,RESIN NECKLACE W PASTEL BEADS,OTHER,7.5,1,1,7.5,1
85055,FRENCH ENAMEL UTENSIL HOLDER,OTHER,7.5,2,1,3.75,1
72801G,S/4 BURGUNDY WINE DINNER CANDLES,OTHER,7.5,6,2,1.25,2
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,OTHER,7.16,7,2,1.08,1
82580,BATHROOM METAL SIGN,OTHER,7.15,13,2,0.55,2
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,OTHER,7.05,2,2,9.48,1
85230G,ORANGE VOTIVE CANDLE,OTHER,6.96,24,1,0.29,1
85230F,JASMINE VOTIVE CANDLE,OTHER,6.96,24,1,0.29,1
37501,TEA TIME TEA SET IN GIFT BOX,SETS,6.95,3,2,6.95,2
21283,NATURAL BARK CANDLE SMALL,OTHER,6.91,1,1,6.91,0
35598B,BLACK CHRISTMAS TREE 60CM,SEASONAL,6.91,1,1,6.91,0
22136,LOVE HEART SOCK HANGER,OTHER,6.86,2,2,3.43,0
85114C,RED ENCHANTED FOREST PLACEMAT,OTHER,6.86,2,1,3.43,0
82093,HEART SHAPE BUTTON FRAME,OTHER,6.86,2,2,3.43,0
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,OTHER,6.86,2,1,3.43,0
84459A,PINK METAL CHICKEN HEART,OTHER,6.86,2,1,3.43,0
22262,FELT EGG COSY CHICKEN,OTHER,6.8,4,1,1.7,0
37424,WHITE WITH BLACK CATS MUG,OTHER,6.8,7,2,1.27,1
21680,WOODLAND  STICKERS,OTHER,6.8,7,2,1.27,1
22133,PINK LOVE HEART SHAPE CUP,OTHER,6.8,4,1,1.7,0
21942,SKULLS DESIGN FLANNEL,OTHER,6.8,4,1,1.7,0
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,LIGHTING,6.76,4,2,1.69,2
17109A,FLOWER FAIRY INCENSE LILY,OTHER,6.76,4,1,1.69,1
21312,LARGE CHUNKY GLASS ROMAN BOWL,OTHER,6.75,1,1,6.75,1
48197,DOOR MAT BIRD ON THE WIRE,OTHER,6.75,1,1,6.75,1
21579,LOLITA  DESIGN  COTTON TOTE BAG,BAGS,6.75,5,5,2.25,3
79342B,BROWN FLOWER LIGHTS,LIGHTING,6.75,1,1,6.75,1
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,OTHER,6.75,1,1,6.75,1
35594,WOODEN CHRISTMAS TREE 3 HANGING,SEASONAL,6.74,13,2,1.06,1
85172,HYACINTH BULB T-LIGHT CANDLES,LIGHTING,6.72,16,1,0.42,1
35649,VINTAGE BEAD COSMETIC BAG,BAGS,6.7,2,1,3.35,1
85226C,BLUE PULL BACK RACING CAR,OTHER,6.6,12,2,0.55,1
79329,PINK FLOCK GLASS CANDLEHOLDER,OTHER,6.6,4,1,1.65,1
79534,MULTICOLOUR GLASS PLATE,OTHER,6.6,12,1,0.55,1
22210,WOOD STAMP SET BEST WISHES,SETS,6.6,4,1,1.65,1
21911,GARDEN METAL SIGN,OTHER,6.6,4,1,1.65,1
22331,WOODLAND PARTY BAG + STICKER SET,SETS,6.6,4,1,1.65,1
22076,6 RIBBONS EMPIRE,OTHER,6.6,16,3,1.1,3
21900,"KEY FOB , SHED",OTHER,6.5,10,1,0.65,1
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,OTHER,6.5,1,1,6.5,0
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,OTHER,6.5,10,2,0.65,2
21012,ANTIQUE ALL GLASS CANDLESTICK,OTHER,6.4,2,2,3.2,1
21867,PINK UNION JACK  LUGGAGE TAG,OTHER,6.39,3,2,1.91,1
90199B,5 STRAND GLASS NECKLACE AMETHYST,OTHER,6.35,1,1,6.35,0
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,OTHER,6.35,1,1,6.35,1
20729,RED SPOTTY CANDY BAG,BAGS,6.32,4,2,1.91,1
20830,SILVER PHOTO FRAME,OTHER,6.3,3,1,2.1,1
21532,DAIRY MAID SUGAR JAM BOWL,OTHER,6.3,3,2,2.1,2
21391,FRENCH EMROIDR LAVENDER SCENT HEART,OTHER,6.3,3,1,2.1,1
35924,HANGING FAIRY CAKE DECORATION,OTHER,6.3,3,1,2.1,1
84199,GLOW IN DARK DOLPHINS,OTHER,6.3,30,1,0.21,1
82567,"AIRLINE LOUNGE,METAL SIGN",OTHER,6.3,3,2,2.1,2
20831,GOLD PHOTO FRAME,OTHER,6.3,3,1,2.1,1
35918B,BLUE FLORIBUNDA EGG WARMER,OTHER,6.25,5,2,1.25,2
21981,PACK OF 12 WOODLAND TISSUES,OTHER,6.09,21,6,0.29,3
79303D,LILAC FLOWER BLOCK TABLE LAMP,OTHER,6.04,1,1,6.04,0
85185D,FROG SOCK PUPPET,OTHER,6.04,1,1,6.04,0
22318,FIVE HEART HANGING DECORATION,OTHER,6.04,1,1,6.04,0
85185B,PINK HORSE SOCK PUPPET,OTHER,6.04,1,1,6.04,0
15044C,PURPLE PAPER PARASOL,OTHER,6.04,1,1,6.04,0
20661,BLUE SPOTTY PURSE,OTHER,6.04,1,1,6.04,0
21348,PINK SPOTS CHOCOLATE NESTING BOXES,OTHER,6.04,1,1,6.04,0
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,SETS,6.04,1,1,6.04,0
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,OTHER,6.04,1,1,6.04,0
35965,FOLKART HEART NAPKIN RINGS,OTHER,6.04,1,1,6.04,0
72811,SMALL ZINC/GLASS CANDLEHOLDER,OTHER,5.96,4,1,1.49,1
84620,BLUE GINGHAM ROSE CUSHION COVER,OTHER,5.95,1,1,5.95,1
84622,PINK GINGHAM ROSE CUSHION COVER,OTHER,5.95,3,2,5.95,2
15056P,EDWARDIAN PARASOL PINK,OTHER,5.95,1,1,5.95,1
21742,LARGE ROUND WICKER PLATTER,OTHER,5.95,1,1,5.95,1
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,OTHER,5.95,1,1,5.95,1
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,OTHER,5.95,1,1,5.95,1
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,OTHER,5.95,1,1,5.95,1
84910A,PINK PAISLEY CUSHION COVER,OTHER,5.95,1,1,5.95,1
21663,VINTAGE GLASS SUGAR CADDY,OTHER,5.95,1,1,5.95,1
37506,NEW ENGLAND MILK JUG W GIFT BOX,GIFTS,5.95,1,1,5.95,1
22123,PING MICROWAVE APRON,OTHER,5.95,1,1,5.95,1
84532B,FAIRY CAKES RECTANGLUAR BOXES,OTHER,5.95,1,1,5.95,1
22135,LADLE LOVE HEART PINK,OTHER,5.91,13,2,0.64,1
21530,DAIRY MAID CERAMIC TOASTRACK,OTHER,5.9,2,1,2.95,1
84247K,"FOLK ART GREETING CARD,PACK/12",OTHER,5.9,2,1,2.95,1
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,OTHER,5.9,2,2,2.95,2
37444B,BLUE BREAKFAST CUP AND SAUCER,OTHER,5.9,2,1,2.95,1
21739,COSY SLIPPER SHOES SMALL GREEN,OTHER,5.9,2,1,2.95,1
21519,GIN & TONIC DIET GREETING CARD,OTHER,5.9,13,2,0.64,1
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,OTHER,5.9,2,2,2.95,1
71279,PINK GLASS CANDLEHOLDER,OTHER,5.9,2,1,2.95,1
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,OTHER,5.9,2,2,2.95,2
84247C,PACK/12 BLUE REINDEER CARD,OTHER,5.9,2,2,2.95,2
85185C,COW  SOCK PUPPET,OTHER,5.9,2,2,2.95,2
72799D,BLUE PILLAR CANDLE SILVER FLOCK,OTHER,5.9,2,1,2.95,1
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,LIGHTING,5.9,2,1,2.95,1
85054,FRENCH ENAMEL POT W LID,OTHER,5.9,2,1,2.95,1
21933,PINK VINTAGE PAISLEY PICNIC BAG,BAGS,5.9,2,2,2.95,1
16238,PARTY TIME PENCIL ERASERS,OTHER,5.88,28,1,0.21,1
20990,SPRING FLOWER CHOPSTICKS SET/5,SETS,5.85,3,1,1.95,1
22231,JIGSAW TREE WITH BIRDHOUSE,OTHER,5.8,4,1,1.45,1
21214,SET OF 72 IVORY PAPER DOILIES,SETS,5.8,4,2,1.45,2
21838,DADDY MOUSE RED GINGHAM BOW TIE,OTHER,5.45,1,1,5.45,1
35004P,SET OF 3 PINK FLYING DUCKS,SETS,5.45,1,1,5.45,0
90206C,CRYSTAL DIAMANTE STAR BROOCH,OTHER,5.2,1,1,5.2,0
90158,ST TROPEZ NECKLACE,OTHER,5.2,1,1,5.2,0
90192,JADE DROP EARRINGS W FILIGREE,OTHER,5.2,1,1,5.2,0
90081C,LILY BROOCH OLIVE COLOUR,OTHER,5.2,1,1,5.2,0
